date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2002-01-01 01:00:00,-9.3,66,2.1,280,0,0,0
2002-01-01 02:00:00,-9.5,67,2.9,280,0,0,0
2002-01-01 03:00:00,-9.3,67,3.3,280,0,0,0
2002-01-01 04:00:00,-9.9,68,3.6,290,0,0,0
2002-01-01 05:00:00,-9.2,69,3.5,280,0,0,0
2002-01-01 06:00:00,-9.9,69,3.4,260,0,0,0
2002-01-01 07:00:00,-10.0,70,4.3,270,0,0,0
2002-01-01 08:00:00,-11.0,84,3.1,290,0,14,0
2002-01-01 09:00:00,-9.0,70,3.1,310,84,71,73
2002-01-01 10:00:00,-8.0,64,4.1,350,162,139,123
2002-01-01 11:00:00,-8.0,58,3.1,340,296,447,134
2002-01-01 12:00:00,-7.0,59,2.6,330,320,392,159
2002-01-01 13:00:00,-6.0,54,3.1,310,355,490,155
2002-01-01 14:00:00,-6.0,54,2.6,320,266,331,146
2002-01-01 15:00:00,-6.0,57,2.1,320,153,110,123
2002-01-01 16:00:00,-6.0,59,2.1,330,65,64,56
2002-01-01 17:00:00,-7.0,64,2.1,350,0,0,0
2002-01-01 18:00:00,-9.0,77,0.0,0,0,0,0
2002-01-01 19:00:00,-9.0,77,0.0,0,0,0,0
2002-01-01 20:00:00,-11.0,91,1.1,50,0,0,0
2002-01-01 21:00:00,-11.0,91,0.0,0,0,0,0
2002-01-01 22:00:00,-12.5,89,0.0,0,0,0,0
2002-01-01 23:00:00,-13.0,89,0.0,0,0,0,0
2002-01-02 00:00:00,-13.3,90,0.0,0,0,0,0
2002-01-02 01:00:00,-13.4,94,0.2,20,0,0,0
2002-01-02 02:00:00,-14.0,93,0.5,30,0,0,0
2002-01-02 03:00:00,-14.3,94,0.8,40,0,0,0
2002-01-02 04:00:00,-13.8,96,1.1,40,0,0,0
2002-01-02 05:00:00,-13.1,100,1.4,50,0,0,0
2002-01-02 06:00:00,-14.0,100,1.7,60,0,0,0
2002-01-02 07:00:00,-14.0,100,3.6,50,0,0,0
2002-01-02 08:00:00,-11.8,98,3.4,50,1,35,0
2002-01-02 09:00:00,-9.0,92,3.3,50,93,178,66
2002-01-02 10:00:00,-8.0,92,2.1,40,232,429,114
2002-01-02 11:00:00,-4.0,77,2.0,40,309,526,118
2002-01-02 12:00:00,-2.0,65,3.9,30,332,447,149
2002-01-02 13:00:00,-1.5,63,4.3,20,349,556,121
2002-01-02 14:00:00,-1.0,60,1.5,20,306,543,108
2002-01-02 15:00:00,-1.0,55,2.1,10,227,537,79
2002-01-02 16:00:00,-1.0,60,2.6,320,109,422,45
2002-01-02 17:00:00,-4.0,71,2.1,310,0,0,0
2002-01-02 18:00:00,-5.0,77,2.1,310,0,0,0
2002-01-02 19:00:00,-6.0,84,3.3,330,0,0,0
2002-01-02 20:00:00,-8.0,92,2.2,20,0,0,0
2002-01-02 21:00:00,-9.0,100,1.3,30,0,0,0
2002-01-02 22:00:00,-10.5,95,1.9,80,0,0,0
2002-01-02 23:00:00,-11.0,93,3.0,110,0,0,0
2002-01-03 00:00:00,-11.3,92,1.0,150,0,0,0
2002-01-03 01:00:00,-11.4,95,2.0,160,0,0,0
2002-01-03 02:00:00,-12.0,92,2.1,150,0,0,0
2002-01-03 03:00:00,-12.3,91,1.2,180,0,0,0
2002-01-03 04:00:00,-11.8,91,2.7,200,0,0,0
2002-01-03 05:00:00,-11.1,96,4.4,200,0,0,0
2002-01-03 06:00:00,-12.0,91,3.5,230,0,0,0
2002-01-03 07:00:00,-12.0,91,2.9,250,0,0,0
2002-01-03 08:00:00,-12.0,91,3.5,270,0,12,0
2002-01-03 09:00:00,-10.1,91,4.1,280,74,64,65
2002-01-03 10:00:00,-8.0,92,3.1,300,260,486,126
2002-01-03 11:00:00,-5.9,78,4.1,300,329,612,106
2002-01-03 12:00:00,-4.0,65,5.1,290,357,568,124
2002-01-03 13:00:00,-2.5,62,5.6,290,343,484,144
2002-01-03 14:00:00,-1.0,60,6.2,280,295,467,124
2002-01-03 15:00:00,-1.0,60,3.6,240,217,445,93
2002-01-03 16:00:00,-2.1,64,3.4,240,97,295,51
2002-01-03 17:00:00,-4.0,71,3.1,230,1,0,1
2002-01-03 18:00:00,-4.9,78,2.9,220,0,0,0
2002-01-03 19:00:00,-6.0,84,2.8,210,0,0,0
2002-01-03 20:00:00,-7.0,92,2.6,200,0,0,0
2002-01-03 21:00:00,-7.0,92,3.1,200,0,0,0
2002-01-03 22:00:00,-8.1,86,3.3,200,0,0,0
2002-01-03 23:00:00,-8.3,85,3.4,200,0,0,0
2002-01-04 00:00:00,-8.3,85,3.6,210,0,0,0
2002-01-04 01:00:00,-8.0,86,3.8,210,0,0,0
2002-01-04 02:00:00,-8.4,85,3.9,210,0,0,0
2002-01-04 03:00:00,-8.3,84,4.1,210,0,0,0
2002-01-04 04:00:00,-7.5,85,4.3,220,0,0,0
2002-01-04 05:00:00,-6.5,89,4.4,220,0,0,0
2002-01-04 06:00:00,-7.0,84,4.6,220,0,0,0
2002-01-04 07:00:00,-7.0,84,4.6,220,0,0,0
2002-01-04 08:00:00,-7.0,84,5.1,220,1,40,0
2002-01-04 09:00:00,-5.0,71,6.7,220,102,206,71
2002-01-04 10:00:00,-3.0,71,6.2,220,239,454,113
2002-01-04 11:00:00,-1.0,66,6.7,230,290,422,136
2002-01-04 12:00:00,-1.0,66,7.2,230,314,332,177
2002-01-04 13:00:00,2.0,57,6.7,240,225,90,188
2002-01-04 14:00:00,3.0,58,7.2,240,216,136,166
2002-01-04 15:00:00,3.0,58,7.2,230,196,324,105
2002-01-04 16:00:00,3.0,63,7.2,230,93,279,49
2002-01-04 17:00:00,2.0,62,6.2,230,1,0,1
2002-01-04 18:00:00,1.0,72,3.6,230,0,0,0
2002-01-04 19:00:00,-1.0,85,3.6,220,0,0,0
2002-01-04 20:00:00,2.0,73,4.1,210,0,0,0
2002-01-04 21:00:00,2.0,73,3.1,220,0,0,0
2002-01-04 22:00:00,0.3,71,3.0,220,0,0,0
2002-01-04 23:00:00,-0.4,72,2.9,220,0,0,0
2002-01-05 00:00:00,-1.0,75,2.8,220,0,0,0
2002-01-05 01:00:00,-1.3,79,2.7,220,0,0,0
2002-01-05 02:00:00,-2.1,80,2.5,220,0,0,0
2002-01-05 03:00:00,-2.6,82,2.4,220,0,0,0
2002-01-05 04:00:00,-2.4,86,2.3,220,0,0,0
2002-01-05 05:00:00,-1.9,94,2.2,220,0,0,0
2002-01-05 06:00:00,-3.0,92,2.1,220,0,0,0
2002-01-05 07:00:00,-4.0,92,3.1,220,0,0,0
2002-01-05 08:00:00,-3.0,100,3.1,240,0,0,0
2002-01-05 09:00:00,-1.0,92,3.1,230,28,0,28
2002-01-05 10:00:00,0.0,92,3.1,240,56,0,56
2002-01-05 11:00:00,2.0,87,4.1,230,64,0,64
2002-01-05 12:00:00,2.0,80,4.1,200,148,0,148
2002-01-05 13:00:00,3.0,74,2.6,220,219,84,184
2002-01-05 14:00:00,4.0,75,4.1,230,119,0,119
2002-01-05 15:00:00,3.0,74,4.1,220,48,0,48
2002-01-05 16:00:00,3.0,74,4.1,230,22,0,22
2002-01-05 17:00:00,3.0,74,4.6,230,1,0,1
2002-01-05 18:00:00,2.0,80,3.6,230,0,0,0
2002-01-05 19:00:00,0.9,86,3.4,280,0,0,0
2002-01-05 20:00:00,0.0,92,3.1,330,0,0,0
2002-01-05 21:00:00,0.0,92,3.0,330,0,0,0
2002-01-05 22:00:00,-0.4,89,2.9,330,0,0,0
2002-01-05 23:00:00,0.2,88,2.8,320,0,0,0
2002-01-06 00:00:00,1.0,90,2.7,320,0,0,0
2002-01-06 01:00:00,2.0,93,2.6,320,0,0,0
2002-01-06 02:00:00,0.3,92,2.4,310,0,0,0
2002-01-06 03:00:00,-1.0,93,2.2,310,0,0,0
2002-01-06 04:00:00,-1.6,95,1.9,300,0,0,0
2002-01-06 05:00:00,-2.0,100,1.7,300,0,0,0
2002-01-06 06:00:00,-4.0,100,1.5,290,0,0,0
2002-01-06 07:00:00,-4.0,100,1.5,290,0,0,0
2002-01-06 08:00:00,-3.0,100,2.1,310,0,0,0
2002-01-06 09:00:00,0.0,92,3.6,320,56,0,56
2002-01-06 10:00:00,2.0,87,5.1,330,169,151,127
2002-01-06 11:00:00,2.0,80,6.2,350,271,294,163
2002-01-06 12:00:00,2.0,73,5.1,360,172,24,162
2002-01-06 13:00:00,2.0,73,5.1,360,136,0,136
2002-01-06 14:00:00,2.0,52,7.2,360,261,260,164
2002-01-06 15:00:00,2.0,52,7.7,360,196,335,101
2002-01-06 16:00:00,0.0,60,6.7,360,76,102,59
2002-01-06 17:00:00,0.0,60,5.1,20,3,0,3
2002-01-06 18:00:00,-0.4,61,5.6,10,0,0,0
2002-01-06 19:00:00,-1.0,60,6.2,360,0,0,0
2002-01-06 20:00:00,-2.2,64,5.9,350,0,0,0
2002-01-06 21:00:00,-3.1,66,5.5,350,0,0,0
2002-01-06 22:00:00,-5.2,66,5.1,340,0,0,0
2002-01-06 23:00:00,-6.4,69,4.8,330,0,0,0
2002-01-07 00:00:00,-7.3,72,4.5,330,0,0,0
2002-01-07 01:00:00,-8.0,77,4.1,320,0,0,0
2002-01-07 02:00:00,-8.7,75,3.8,320,0,0,0
2002-01-07 03:00:00,-9.0,74,3.5,320,0,0,0
2002-01-07 04:00:00,-8.6,75,3.2,320,0,0,0
2002-01-07 05:00:00,-8.0,80,2.9,320,0,0,0
2002-01-07 06:00:00,-9.0,77,2.6,320,0,0,0
2002-01-07 07:00:00,-11.0,91,3.1,320,0,0,0
2002-01-07 08:00:00,-11.0,91,2.6,310,1,80,0
2002-01-07 09:00:00,-9.0,84,4.6,330,130,404,68
2002-01-07 10:00:00,-7.0,77,3.1,300,253,631,77
2002-01-07 11:00:00,-6.0,64,2.6,310,348,710,86
2002-01-07 12:00:00,-5.0,59,3.6,220,425,743,115
2002-01-07 13:00:00,-3.0,50,3.6,220,397,700,104
2002-01-07 14:00:00,-1.0,46,4.6,260,369,716,101
2002-01-07 15:00:00,-1.0,50,4.1,230,255,671,62
2002-01-07 16:00:00,-1.0,50,4.1,230,121,460,45
2002-01-07 17:00:00,-3.7,57,3.6,220,5,106,3
2002-01-07 18:00:00,-6.0,64,3.1,210,0,0,0
2002-01-07 19:00:00,-5.0,71,5.7,210,0,0,0
2002-01-07 20:00:00,-4.9,74,5.6,210,0,0,0
2002-01-07 21:00:00,-4.6,76,5.5,210,0,0,0
2002-01-07 22:00:00,-5.4,74,5.3,220,0,0,0
2002-01-07 23:00:00,-5.3,75,5.2,220,0,0,0
2002-01-08 00:00:00,-5.0,77,5.1,220,0,0,0
2002-01-08 01:00:00,-5.1,81,4.8,220,0,0,0
2002-01-08 02:00:00,-5.8,81,4.4,220,0,0,0
2002-01-08 03:00:00,-6.1,83,4.1,220,0,0,0
2002-01-08 04:00:00,-5.7,86,3.8,220,0,0,0
2002-01-08 05:00:00,-5.1,94,3.4,220,0,0,0
2002-01-08 06:00:00,-6.0,92,3.1,220,0,0,0
2002-01-08 07:00:00,-6.0,92,3.6,210,0,0,0
2002-01-08 08:00:00,-5.0,84,4.1,210,1,17,1
2002-01-08 09:00:00,-3.0,77,4.1,220,83,85,70
2002-01-08 10:00:00,-0.5,68,5.1,220,225,422,106
2002-01-08 11:00:00,2.0,62,6.2,220,303,502,117
2002-01-08 12:00:00,4.0,54,5.7,220,375,622,115
2002-01-08 13:00:00,5.0,50,5.1,200,362,556,127
2002-01-08 14:00:00,5.0,55,5.1,220,279,355,145
2002-01-08 15:00:00,5.0,55,7.2,210,218,405,100
2002-01-08 16:00:00,5.0,55,5.1,210,86,125,65
2002-01-08 17:00:00,4.5,60,5.1,210,2,0,2
2002-01-08 18:00:00,4.4,65,5.1,200,0,0,0
2002-01-08 19:00:00,4.0,69,5.1,200,0,0,0
2002-01-08 20:00:00,4.0,75,6.2,220,0,0,0
2002-01-08 21:00:00,4.0,69,6.7,230,0,0,0
2002-01-08 22:00:00,3.0,67,6.5,230,0,0,0
2002-01-08 23:00:00,2.9,68,6.2,230,0,0,0
2002-01-09 00:00:00,3.0,69,6.0,230,0,0,0
2002-01-09 01:00:00,3.4,73,5.8,230,0,0,0
2002-01-09 02:00:00,3.2,73,5.5,240,0,0,0
2002-01-09 03:00:00,3.4,75,5.3,240,0,0,0
2002-01-09 04:00:00,4.3,77,5.1,240,0,0,0
2002-01-09 05:00:00,5.4,83,4.8,240,0,0,0
2002-01-09 06:00:00,5.0,81,4.6,240,0,0,0
2002-01-09 07:00:00,5.0,81,4.6,230,0,0,0
2002-01-09 08:00:00,5.0,81,2.6,230,1,3,1
2002-01-09 09:00:00,5.0,81,4.6,230,65,14,62
2002-01-09 10:00:00,7.0,76,2.6,240,211,296,127
2002-01-09 11:00:00,10.0,66,5.1,280,348,594,127
2002-01-09 12:00:00,12.0,54,4.1,300,332,368,177
2002-01-09 13:00:00,13.0,51,4.1,280,302,275,186
2002-01-09 14:00:00,13.0,51,3.6,280,313,485,128
2002-01-09 15:00:00,13.0,51,4.1,300,219,440,89
2002-01-09 16:00:00,13.0,58,4.6,270,113,364,51
2002-01-09 17:00:00,9.8,67,4.1,260,4,0,4
2002-01-09 18:00:00,7.0,76,3.6,250,0,0,0
2002-01-09 19:00:00,7.0,76,4.1,260,0,0,0
2002-01-09 20:00:00,6.4,76,3.9,260,0,0,0
2002-01-09 21:00:00,6.0,75,3.6,260,0,0,0
2002-01-09 22:00:00,4.1,75,3.4,260,0,0,0
2002-01-09 23:00:00,3.1,77,3.3,260,0,0,0
2002-01-10 00:00:00,2.3,79,3.1,260,0,0,0
