date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1999-01-01 01:00:00,-20.0,68,3.6,310,0,0,0
1999-01-01 02:00:00,-20.3,68,3.3,310,0,0,0
1999-01-01 03:00:00,-20.7,68,2.9,310,0,0,0
1999-01-01 04:00:00,-21.0,67,2.6,310,0,0,0
1999-01-01 05:00:00,-21.4,67,3.4,320,0,0,0
1999-01-01 06:00:00,-21.7,68,4.3,320,0,0,0
1999-01-01 07:00:00,-22.0,67,5.1,330,0,0,0
1999-01-01 08:00:00,-21.2,66,4.9,330,0,0,0
1999-01-01 09:00:00,-19.5,64,4.8,330,106,404,52
1999-01-01 10:00:00,-18.0,62,4.6,330,233,690,61
1999-01-01 11:00:00,-16.2,55,3.6,330,303,729,62
1999-01-01 12:00:00,-15.1,50,2.5,340,356,803,59
1999-01-01 13:00:00,-14.0,47,1.5,340,347,800,55
1999-01-01 14:00:00,-13.3,45,1.5,350,291,741,56
1999-01-01 15:00:00,-13.0,45,1.5,350,190,621,47
1999-01-01 16:00:00,-13.0,47,1.5,360,70,375,29
1999-01-01 17:00:00,-13.0,47,2.1,10,0,0,0
1999-01-01 18:00:00,-13.0,49,2.6,10,0,0,0
1999-01-01 19:00:00,-13.0,52,3.1,360,0,0,0
1999-01-01 20:00:00,-13.0,57,3.1,350,0,0,0
1999-01-01 21:00:00,-12.7,58,3.3,360,0,0,0
1999-01-01 22:00:00,-12.5,62,3.4,360,0,0,0
1999-01-01 23:00:00,-12.0,63,3.6,10,0,0,0
1999-01-02 00:00:00,-9.5,64,4.6,60,0,0,0
1999-01-02 01:00:00,-7.0,64,5.7,100,0,0,0
1999-01-02 02:00:00,-6.6,62,6.0,110,0,0,0
1999-01-02 03:00:00,-6.3,60,6.4,110,0,0,0
1999-01-02 04:00:00,-6.0,59,6.7,120,0,0,0
1999-01-02 05:00:00,-6.1,58,7.6,120,0,0,0
1999-01-02 06:00:00,-6.0,59,8.4,110,0,0,0
1999-01-02 07:00:00,-6.0,59,9.3,110,0,0,0
1999-01-02 08:00:00,-6.5,61,9.8,100,0,0,0
1999-01-02 09:00:00,-6.2,63,10.3,90,58,14,56
1999-01-02 10:00:00,-6.0,64,10.8,80,64,0,64
1999-01-02 11:00:00,-5.8,72,10.8,80,90,0,90
1999-01-02 12:00:00,-6.4,84,10.8,70,110,0,110
1999-01-02 13:00:00,-7.0,100,10.8,70,112,0,112
1999-01-02 14:00:00,-7.6,90,10.5,60,90,0,90
1999-01-02 15:00:00,-8.7,85,10.1,40,62,0,62
1999-01-02 16:00:00,-10.0,84,9.8,30,23,0,23
1999-01-02 17:00:00,-11.0,84,8.7,20,0,0,0
1999-01-02 18:00:00,-11.5,79,9.3,20,0,0,0
1999-01-02 19:00:00,-12.0,76,9.8,20,0,0,0
1999-01-02 20:00:00,-12.1,75,9.5,20,0,0,0
1999-01-02 21:00:00,-12.0,75,9.2,10,0,0,0
1999-01-02 22:00:00,-11.9,77,8.9,10,0,0,0
1999-01-02 23:00:00,-11.6,76,8.6,10,0,0,0
1999-01-03 00:00:00,-11.4,77,8.3,10,0,0,0
1999-01-03 01:00:00,-11.3,78,8.0,360,0,0,0
1999-01-03 02:00:00,-11.0,76,7.7,360,0,0,0
1999-01-03 03:00:00,-11.0,79,7.7,10,0,0,0
1999-01-03 04:00:00,-11.0,84,7.7,10,0,0,0
1999-01-03 05:00:00,-10.7,80,6.3,360,0,0,0
1999-01-03 06:00:00,-10.4,80,5.0,340,0,0,0
1999-01-03 07:00:00,-10.0,76,3.6,330,0,0,0
1999-01-03 08:00:00,-10.0,77,3.7,330,0,0,0
1999-01-03 09:00:00,-9.1,77,3.8,320,19,0,19
1999-01-03 10:00:00,-8.3,75,3.9,320,35,0,35
1999-01-03 11:00:00,-7.4,71,3.9,310,155,55,137
1999-01-03 12:00:00,-7.2,70,4.0,310,356,537,156
1999-01-03 13:00:00,-7.0,70,4.1,300,224,173,160
1999-01-03 14:00:00,-7.0,64,5.3,310,107,0,107
1999-01-03 15:00:00,-7.4,60,6.5,310,67,0,67
1999-01-03 16:00:00,-8.0,58,7.7,320,63,133,48
1999-01-03 17:00:00,-9.1,59,6.4,320,0,0,0
1999-01-03 18:00:00,-10.0,58,5.1,320,0,0,0
1999-01-03 19:00:00,-11.0,58,4.6,300,0,0,0
1999-01-03 20:00:00,-11.2,59,4.3,300,0,0,0
1999-01-03 21:00:00,-11.1,60,3.9,300,0,0,0
1999-01-03 22:00:00,-11.0,63,3.6,300,0,0,0
1999-01-03 23:00:00,-10.9,61,3.4,300,0,0,0
1999-01-04 00:00:00,-11.0,60,3.3,300,0,0,0
1999-01-04 01:00:00,-11.0,58,3.1,300,0,0,0
1999-01-04 02:00:00,-11.6,61,3.1,290,0,0,0
1999-01-04 03:00:00,-12.3,64,3.1,290,0,0,0
1999-01-04 04:00:00,-13.0,69,3.1,280,0,0,0
1999-01-04 05:00:00,-13.1,68,2.8,280,0,0,0
1999-01-04 06:00:00,-13.0,70,2.4,280,0,0,0
1999-01-04 07:00:00,-13.0,69,2.1,280,0,0,0
1999-01-04 08:00:00,-12.9,66,3.5,300,0,0,0
1999-01-04 09:00:00,-11.9,62,4.8,330,106,361,57
1999-01-04 10:00:00,-11.0,58,6.2,350,219,646,57
1999-01-04 11:00:00,-9.8,51,5.5,340,323,723,82
1999-01-04 12:00:00,-9.4,46,4.8,320,350,712,84
1999-01-04 13:00:00,-9.0,44,4.1,310,371,806,73
1999-01-04 14:00:00,-8.6,42,3.2,310,314,795,57
1999-01-04 15:00:00,-8.7,42,2.4,300,206,691,43
1999-01-04 16:00:00,-9.0,44,1.5,300,76,405,29
1999-01-04 17:00:00,-10.8,50,1.7,290,0,0,0
1999-01-04 18:00:00,-12.4,55,1.9,290,0,0,0
1999-01-04 19:00:00,-14.0,63,2.1,280,0,0,0
1999-01-04 20:00:00,-15.8,62,2.1,270,0,0,0
1999-01-04 21:00:00,-17.4,61,2.1,270,0,0,0
1999-01-04 22:00:00,-19.0,62,2.1,260,0,0,0
1999-01-04 23:00:00,-18.9,63,2.4,280,0,0,0
1999-01-05 00:00:00,-19.0,68,2.6,290,0,0,0
1999-01-05 01:00:00,-19.0,75,2.6,290,0,0,0
1999-01-05 02:00:00,-19.9,78,2.5,280,0,0,0
1999-01-05 03:00:00,-21.0,82,2.4,270,0,0,0
1999-01-05 04:00:00,-22.0,88,2.2,250,0,0,0
1999-01-05 05:00:00,-23.0,91,2.1,240,0,0,0
1999-01-05 06:00:00,-24.0,60,0.0,0,0,0,0
1999-01-05 07:00:00,-24.0,82,2.1,230,0,0,0
1999-01-05 08:00:00,-23.2,74,2.5,230,0,0,0
1999-01-05 09:00:00,-21.4,65,2.9,220,48,0,48
1999-01-05 10:00:00,-19.8,57,3.4,220,148,184,102
1999-01-05 11:00:00,-18.1,49,3.8,220,303,582,109
1999-01-05 12:00:00,-17.1,43,4.2,210,368,797,69
1999-01-05 13:00:00,-16.0,38,4.6,210,371,627,138
1999-01-05 14:00:00,-15.6,38,4.8,210,124,35,112
1999-01-05 15:00:00,-15.7,42,4.9,210,202,469,90
1999-01-05 16:00:00,-16.0,46,5.1,210,80,411,32
1999-01-05 17:00:00,-16.1,50,5.5,210,0,0,0
1999-01-05 18:00:00,-16.1,53,5.8,210,0,0,0
1999-01-05 19:00:00,-16.0,56,6.2,210,0,0,0
1999-01-05 20:00:00,-16.2,62,5.5,220,0,0,0
1999-01-05 21:00:00,-16.1,67,4.8,220,0,0,0
1999-01-05 22:00:00,-16.0,75,4.1,230,0,0,0
1999-01-05 23:00:00,-15.9,70,3.9,230,0,0,0
