date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1991-01-01 01:00:00,-13.6,80,0.0,0,0,0,0
1991-01-01 02:00:00,-13.6,80,0.0,0,0,0,0
1991-01-01 03:00:00,-13.5,79,0.0,0,0,0,0
1991-01-01 04:00:00,-13.3,79,0.0,0,0,0,0
1991-01-01 05:00:00,-13.8,82,0.0,0,0,0,0
1991-01-01 06:00:00,-12.7,86,2.1,160,0,0,0
1991-01-01 07:00:00,-11.6,87,4.1,180,0,0,0
1991-01-01 08:00:00,-11.0,82,4.1,180,2,0,2
1991-01-01 09:00:00,-9.9,82,5.1,180,55,130,39
1991-01-01 10:00:00,-9.0,68,5.6,210,76,45,65
1991-01-01 11:00:00,-8.2,58,6.2,230,96,35,85
1991-01-01 12:00:00,-7.1,74,2.1,230,195,183,130
1991-01-01 13:00:00,-5.2,68,2.9,270,160,50,142
1991-01-01 14:00:00,-3.8,62,3.6,300,188,33,178
1991-01-01 15:00:00,-3.8,75,2.6,300,115,72,99
1991-01-01 16:00:00,-4.3,75,3.1,290,70,389,30
1991-01-01 17:00:00,-4.5,74,3.6,310,1,21,0
1991-01-01 18:00:00,-4.9,75,5.1,320,0,0,0
1991-01-01 19:00:00,-6.3,78,5.1,330,0,0,0
1991-01-01 20:00:00,-7.7,82,5.1,340,0,0,0
1991-01-01 21:00:00,-8.2,82,5.1,310,0,0,0
1991-01-01 22:00:00,-9.3,81,6.2,310,0,0,0
1991-01-01 23:00:00,-10.2,76,5.7,310,0,0,0
1991-01-02 00:00:00,-10.8,72,5.2,310,0,0,0
1991-01-02 01:00:00,-12.1,70,4.7,310,0,0,0
1991-01-02 02:00:00,-13.2,68,4.1,310,0,0,0
1991-01-02 03:00:00,-14.4,66,3.6,310,0,0,0
1991-01-02 04:00:00,-15.4,64,3.1,310,0,0,0
1991-01-02 05:00:00,-17.1,65,2.6,310,0,0,0
1991-01-02 06:00:00,-18.1,66,2.9,310,0,0,0
1991-01-02 07:00:00,-19.3,69,3.1,300,0,0,0
1991-01-02 08:00:00,-19.9,70,2.9,320,5,47,3
1991-01-02 09:00:00,-19.9,68,2.6,330,84,463,28
1991-01-02 10:00:00,-18.2,52,2.1,270,203,650,50
1991-01-02 11:00:00,-17.1,56,2.6,280,280,709,56
1991-01-02 12:00:00,-16.6,56,4.6,290,299,614,79
1991-01-02 13:00:00,-15.5,38,3.1,330,344,842,46
1991-01-02 14:00:00,-14.7,50,3.6,320,289,802,41
1991-01-02 15:00:00,-14.3,66,4.1,310,191,700,34
1991-01-02 16:00:00,-14.3,59,2.1,280,71,459,22
1991-01-02 17:00:00,-15.5,53,0.0,0,2,62,0
1991-01-02 18:00:00,-16.4,63,1.1,310,0,0,0
1991-01-02 19:00:00,-17.1,72,2.1,260,0,0,0
1991-01-02 20:00:00,-18.4,79,2.1,270,0,0,0
1991-01-02 21:00:00,-19.3,85,2.1,270,0,0,0
1991-01-02 22:00:00,-19.3,80,2.6,300,0,0,0
1991-01-02 23:00:00,-19.4,77,2.6,290,0,0,0
1991-01-03 00:00:00,-19.2,76,2.6,290,0,0,0
1991-01-03 01:00:00,-19.8,75,2.6,280,0,0,0
1991-01-03 02:00:00,-20.1,76,2.6,280,0,0,0
1991-01-03 03:00:00,-20.4,76,2.6,270,0,0,0
1991-01-03 04:00:00,-20.7,77,2.6,270,0,0,0
1991-01-03 05:00:00,-21.6,81,2.6,260,0,0,0
1991-01-03 06:00:00,-21.6,86,2.6,270,0,0,0
1991-01-03 07:00:00,-22.1,76,0.0,0,0,0,0
1991-01-03 08:00:00,-21.6,65,0.0,0,3,44,2
1991-01-03 09:00:00,-21.6,65,0.0,0,80,424,29
1991-01-03 10:00:00,-19.3,58,3.1,300,198,657,42
1991-01-03 11:00:00,-16.6,48,3.1,290,292,758,51
1991-01-03 12:00:00,-13.2,35,2.6,260,342,797,56
1991-01-03 13:00:00,-11.6,39,4.1,290,339,795,55
1991-01-03 14:00:00,-11.0,35,4.6,290,284,751,50
1991-01-03 15:00:00,-11.0,82,4.1,300,186,641,41
1991-01-03 16:00:00,-11.0,69,2.6,270,68,388,27
1991-01-03 17:00:00,-11.6,60,4.1,290,1,39,1
1991-01-03 18:00:00,-13.2,81,2.1,300,0,0,0
1991-01-03 19:00:00,-14.2,79,2.4,300,0,0,0
1991-01-03 20:00:00,-15.2,78,2.6,290,0,0,0
1991-01-03 21:00:00,-16.0,77,2.1,270,0,0,0
1991-01-03 22:00:00,-16.6,69,2.6,280,0,0,0
1991-01-03 23:00:00,-16.8,70,2.7,280,0,0,0
1991-01-04 00:00:00,-17.0,72,2.8,280,0,0,0
1991-01-04 01:00:00,-17.3,74,2.9,280,0,0,0
