date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2004-01-01 01:00:00,-18.0,91,0.0,0,0,0,0
2004-01-01 02:00:00,-18.0,83,0.0,0,0,0,0
2004-01-01 03:00:00,-18.0,83,0.0,0,0,0,0
2004-01-01 04:00:00,-16.0,91,0.0,0,0,0,0
2004-01-01 05:00:00,-14.0,91,0.0,0,0,0,0
2004-01-01 06:00:00,-12.0,91,0.0,0,0,0,0
2004-01-01 07:00:00,-11.0,84,0.0,0,0,0,0
2004-01-01 08:00:00,-10.0,84,0.0,0,0,0,0
2004-01-01 09:00:00,-9.0,84,0.0,0,0,0,0
2004-01-01 10:00:00,-8.0,84,1.5,120,53,0,53
2004-01-01 11:00:00,-6.0,84,0.0,0,66,0,66
2004-01-01 12:00:00,-4.0,71,0.0,0,337,540,151
2004-01-01 13:00:00,-3.0,71,3.1,130,346,839,50
2004-01-01 14:00:00,-3.0,77,2.1,130,302,798,47
2004-01-01 15:00:00,-2.0,71,2.1,130,217,524,88
2004-01-01 16:00:00,-2.0,71,2.1,140,31,0,31
2004-01-01 17:00:00,-2.0,78,0.0,0,0,0,0
2004-01-01 18:00:00,-3.0,92,0.0,0,0,0,0
2004-01-01 19:00:00,-3.0,92,2.1,190,0,0,0
2004-01-01 20:00:00,-3.0,84,0.0,0,0,0,0
2004-01-01 21:00:00,-4.0,84,0.0,0,0,0,0
2004-01-01 22:00:00,-4.0,84,1.5,180,0,0,0
2004-01-01 23:00:00,-4.0,77,1.5,200,0,0,0
2004-01-02 00:00:00,-8.0,92,0.0,0,0,0,0
2004-01-02 01:00:00,-10.0,91,0.0,0,0,0,0
2004-01-02 02:00:00,-12.0,91,0.0,0,0,0,0
2004-01-02 03:00:00,-13.0,91,0.0,0,0,0,0
2004-01-02 04:00:00,-13.0,91,0.0,0,0,0,0
2004-01-02 05:00:00,-13.0,91,0.0,0,0,0,0
2004-01-02 06:00:00,-13.0,91,0.0,0,0,0,0
2004-01-02 07:00:00,-12.0,83,0.0,0,0,0,0
2004-01-02 08:00:00,-12.0,91,0.0,0,0,0,0
2004-01-02 09:00:00,-9.0,100,0.0,0,0,0,0
2004-01-02 10:00:00,-6.0,92,0.0,0,182,666,49
2004-01-02 11:00:00,-4.0,84,2.1,50,278,780,51
2004-01-02 12:00:00,-4.0,92,0.0,0,337,831,51
2004-01-02 13:00:00,-2.0,85,0.0,0,346,695,100
2004-01-02 14:00:00,-1.0,85,0.0,0,211,230,137
2004-01-02 15:00:00,-1.0,85,0.0,0,222,461,108
2004-01-02 16:00:00,-1.0,85,2.1,80,18,0,18
2004-01-02 17:00:00,-1.0,85,2.6,60,0,0,0
2004-01-02 18:00:00,-1.0,85,0.0,0,0,0,0
2004-01-02 19:00:00,-1.0,85,0.0,0,0,0,0
2004-01-02 20:00:00,-1.0,100,0.0,0,0,0,0
2004-01-02 21:00:00,0.0,92,1.5,170,0,0,0
2004-01-02 22:00:00,1.0,86,1.5,180,0,0,0
2004-01-02 23:00:00,1.0,93,7.2,240,0,0,0
2004-01-03 00:00:00,-7.0,84,4.1,220,0,0,0
2004-01-03 01:00:00,-9.0,77,2.6,240,0,0,0
2004-01-03 02:00:00,-11.0,76,4.6,240,0,0,0
2004-01-03 03:00:00,-13.0,69,4.1,240,0,0,0
2004-01-03 04:00:00,-13.0,69,4.6,240,0,0,0
2004-01-03 05:00:00,-14.0,76,4.6,250,0,0,0
2004-01-03 06:00:00,-14.0,76,3.6,250,0,0,0
2004-01-03 07:00:00,-14.0,69,5.1,270,0,0,0
2004-01-03 08:00:00,-15.0,76,4.6,270,0,0,0
2004-01-03 09:00:00,-15.0,69,2.6,270,0,0,0
2004-01-03 10:00:00,-15.0,69,2.6,300,182,666,49
2004-01-03 11:00:00,-15.0,69,3.6,310,278,780,51
2004-01-03 12:00:00,-14.0,63,5.1,310,337,825,52
2004-01-03 13:00:00,-14.0,63,4.1,290,346,827,52
2004-01-03 14:00:00,-14.0,57,3.1,300,308,804,48
2004-01-03 15:00:00,-14.0,57,3.6,310,223,727,41
2004-01-03 16:00:00,-16.0,69,3.6,310,106,551,28
2004-01-03 17:00:00,-17.0,68,0.0,0,0,0,0
2004-01-03 18:00:00,-17.0,68,0.0,0,0,0,0
2004-01-03 19:00:00,-18.0,68,2.1,280,0,0,0
2004-01-03 20:00:00,-19.0,68,1.5,290,0,0,0
2004-01-03 21:00:00,-21.0,82,0.0,0,0,0,0
2004-01-03 22:00:00,-21.0,75,0.0,0,0,0,0
2004-01-03 23:00:00,-22.0,82,0.0,0,0,0,0
2004-01-04 00:00:00,-23.0,74,0.0,0,0,0,0
2004-01-04 01:00:00,-23.0,74,0.0,0,0,0,0
2004-01-04 02:00:00,-24.0,74,0.0,0,0,0,0
2004-01-04 03:00:00,-26.0,82,0.0,0,0,0,0
2004-01-04 04:00:00,-26.0,74,0.0,0,0,0,0
2004-01-04 05:00:00,-26.0,82,0.0,0,0,0,0
2004-01-04 06:00:00,-25.0,74,0.0,0,0,0,0
2004-01-04 07:00:00,-25.0,74,0.0,0,0,0,0
2004-01-04 08:00:00,-24.0,74,0.0,0,0,0,0
2004-01-04 09:00:00,-24.0,74,0.0,0,0,0,0
2004-01-04 10:00:00,-23.0,67,0.0,0,144,320,80
2004-01-04 11:00:00,-22.0,67,2.6,330,225,427,100
2004-01-04 12:00:00,-21.0,61,2.1,360,274,455,117
2004-01-04 13:00:00,-20.0,55,3.1,360,281,449,120
2004-01-04 14:00:00,-20.0,61,1.5,350,251,449,105
2004-01-04 15:00:00,-19.0,56,1.5,20,106,46,95
2004-01-04 16:00:00,-20.0,61,2.1,10,84,236,50
2004-01-04 17:00:00,-21.0,61,0.0,0,0,0,0
2004-01-04 18:00:00,-23.0,74,0.0,0,0,0,0
2004-01-04 19:00:00,-24.0,74,0.0,0,0,0,0
2004-01-04 20:00:00,-26.0,82,0.0,0,0,0,0
2004-01-04 21:00:00,-27.0,81,0.0,0,0,0,0
2004-01-04 22:00:00,-28.0,73,0.0,0,0,0,0
2004-01-04 23:00:00,-27.0,73,0.0,0,0,0,0
