date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2004-01-01 01:00:00,-15.0,91,0.0,0,0,0,0
2004-01-01 02:00:00,-15.0,76,0.0,0,0,0,0
2004-01-01 03:00:00,-13.0,83,0.0,0,0,0,0
2004-01-01 04:00:00,-13.0,91,0.0,0,0,0,0
2004-01-01 05:00:00,-11.0,70,3.6,110,0,0,0
2004-01-01 06:00:00,-10.0,70,3.1,100,0,0,0
2004-01-01 07:00:00,-9.0,64,3.6,110,0,0,0
2004-01-01 08:00:00,-9.0,64,1.5,100,0,0,0
2004-01-01 09:00:00,-8.0,64,5.1,100,12,0,12
2004-01-01 10:00:00,-7.0,59,3.6,110,44,0,44
2004-01-01 11:00:00,-6.0,54,4.1,120,125,55,108
2004-01-01 12:00:00,-4.0,45,6.7,150,334,611,124
2004-01-01 13:00:00,-2.8,42,6.2,150,332,610,121
2004-01-01 14:00:00,-2.0,38,5.7,140,107,12,103
2004-01-01 15:00:00,-1.0,39,6.2,130,130,212,82
2004-01-01 16:00:00,-1.0,50,5.7,150,77,262,47
2004-01-01 17:00:00,0.0,55,1.5,230,0,0,0
2004-01-01 18:00:00,-1.0,66,3.6,170,0,0,0
2004-01-01 19:00:00,-1.0,78,2.1,190,0,0,0
2004-01-01 20:00:00,-1.0,85,2.6,230,0,0,0
2004-01-01 21:00:00,-1.0,92,0.0,0,0,0,0
2004-01-01 22:00:00,-1.0,85,2.6,270,0,0,0
2004-01-01 23:00:00,-1.0,85,4.1,260,0,0,0
2004-01-02 00:00:00,-1.0,85,5.1,260,0,0,0
2004-01-02 01:00:00,-1.0,78,3.6,290,0,0,0
2004-01-02 02:00:00,-1.0,78,5.1,290,0,0,0
2004-01-02 03:00:00,-1.0,78,3.1,280,0,0,0
2004-01-02 04:00:00,-2.0,85,1.5,270,0,0,0
2004-01-02 05:00:00,-2.0,85,0.0,0,0,0,0
2004-01-02 06:00:00,-2.0,85,2.6,270,0,0,0
2004-01-02 07:00:00,-2.0,85,0.0,0,0,0,0
2004-01-02 08:00:00,-2.0,92,2.1,180,0,0,0
2004-01-02 09:00:00,-2.0,85,1.5,180,85,232,63
2004-01-02 10:00:00,-1.0,78,1.5,200,125,161,91
2004-01-02 11:00:00,-1.0,85,3.1,150,164,111,131
2004-01-02 12:00:00,0.0,78,2.6,120,260,357,137
2004-01-02 13:00:00,1.0,72,4.6,130,166,60,145
2004-01-02 14:00:00,2.0,67,3.1,130,265,501,111
2004-01-02 15:00:00,3.0,68,3.6,140,125,166,87
2004-01-02 16:00:00,2.0,67,3.1,110,12,0,12
2004-01-02 17:00:00,2.0,73,3.1,110,0,0,0
2004-01-02 18:00:00,2.0,73,3.6,180,0,0,0
2004-01-02 19:00:00,2.0,80,1.5,110,0,0,0
2004-01-02 20:00:00,2.0,87,3.6,160,0,0,0
2004-01-02 21:00:00,2.0,87,2.1,170,0,0,0
2004-01-02 22:00:00,2.0,80,4.1,200,0,0,0
2004-01-02 23:00:00,2.0,80,4.6,250,0,0,0
2004-01-03 00:00:00,2.0,80,9.3,250,0,0,0
2004-01-03 01:00:00,2.0,73,8.2,250,0,0,0
2004-01-03 02:00:00,0.0,68,10.8,270,0,0,0
