"perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool","perc_households_NG","perc_households_P","perc_households_HO","perc_households_ElecRes","perc_households_wood","perc_positiveNB_cool","perc_positivePrivate_cool","perc_positiveNB_nocool","perc_positivePrivate_nocool","NAME","FIPS","x","y"
0.114,0.008,0,0,1,1,0.896,0.88,1,0.953,0.873,0.752,1,1,1,1,1,1,1,1,0.685847308031774,0.0540556045895852,0.0062621359223301,0.230489849955869,0.00817740511915269,0.37717158870256,0.304177453662842,0.292567921447485,0.290945313327449,"Dane County",55025,-89.42521134,42.91299254
0.056,0.005,0,0,1,1,0.889,0.889,0.993,0.923,0.863,0.644,1,1,1,1,1,1,1,1,0.272785417332907,0.385033578509754,0.0550047969299648,0.138791173648865,0.125999360409338,0.719719859290054,0.701957467220979,0.654554525103934,0.642508474576271,"Pepin County",55091,-91.88218139,44.61499496
0.141,0.014,0,0,1,1,0.873,0.871,1,0.955,0.842,0.574,1,1,1,1,1,1,1,1,0.320640310453553,0.369391219985447,0.0315304390007276,0.133034198399224,0.124909046810575,0.704075187969925,0.661934998787291,0.606970409895707,0.597781469803541,"Jackson County",55053,-90.91343941,44.45709278
0.083,0.009,0,0,1,1,0.894,0.892,1,0.94,0.837,0.524,1,1,1,1,1,1,1,1,0.320640310453553,0.369391219985447,0.0315304390007276,0.133034198399224,0.124909046810575,0.685478049963619,0.659858840650012,0.614569973320398,0.603962163473199,"Jackson County",55053,-90.59350487,44.16728895
0.182,0.027,0,0,1,1,0.9,0.894,1,0.975,0.879,0.688,1,1,1,1,1,1,1,1,0.471718970705644,0.313885647607935,0.0256095314131303,0.0802063501811705,0.0824172449794264,0.587971626850089,0.514214948105386,0.46763145611988,0.460856721734324,"Oconto County",55083,-88.48521817,45.24049229
0.002,0,0,0,1,1,0.88,0.844,0.928,0.914,0.457,0.148,1,1,1,1,1,1,0.981,0.83,0.471718970705644,0.313885647607935,0.0256095314131303,0.0802063501811705,0.0824172449794264,0.501218325861328,0.499916354480133,0.448980593256771,0.417322360744335,"Oconto County",55083,-88.3918264,44.86575812
0.838,0.313,0,0,1,1,0.971,0.92,1,1,0.901,0.897,1,1,1,1,1,1,1,1,0.703889608848814,0.0729552631098618,0.0240933068063592,0.170095095551865,0.0180699801047694,0.875073137788161,0.505531093142534,0.280712705568839,0.276895613923011,"Washington County",55131,-88.28001913,43.33170365
0.211,0.022,0,0,1,1,0.9,0.885,1,0.97,0.883,0.795,1,1,1,1,1,1,1,1,0.621889686589972,0.166709915520572,0.0106968831992619,0.159847764034253,0.0219415852146585,0.49041487183923,0.372556814577747,0.341273621082375,0.337831646628031,"St. Croix County",55109,-92.63952893,44.88191144
0.002,0,0,0,1,1,0.793,0.649,0.922,0.904,0.236,0.11,1,1,1,1,1,1,0.932,0.695,0.446161021395674,0.285139625721448,0.0471637614411473,0.0823179618725587,0.117588759983676,0.529423657669212,0.52768238792048,0.429157057074564,0.35428578091296,"Shawano County",55115,-89.04218588,44.91379419
0.137,0.015,0,0,1,1,0.888,0.882,1,0.947,0.818,0.492,1,1,1,1,1,1,1,1,0.512055624088819,0.19834772531868,0.0240738663975179,0.188030354005458,0.0657545512317297,0.546358117453553,0.482611416395649,0.449610108033345,0.440571941235842,"Sauk County",55111,-89.89705782,43.41582628
0.936,0.523,0,0,1,1,0.945,0.884,1,1,0.86,0.856,1,1,1,1,1,1,1,1,0.395750332005312,0.293050022133687,0.101962520289214,0.0991589198760514,0.0938468348826915,0.958440607938616,0.794995720820422,0.557625793123801,0.539341891692489,"Lafayette County",55065,-89.85753299,42.71488415
0.223,0.025,0,0,1,1,0.879,0.873,1,0.969,0.866,0.706,1,1,1,1,1,1,1,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.637301643372754,0.546880855475349,0.499785785593611,0.490960182767624,"Chippewa County",55017,-91.43475098,44.99911991
0.699,0.198,0,0,1,1,0.871,0.863,1,1,0.821,0.537,1,1,1,1,1,1,1,0.998,0.45744085474434,0.214398371915543,0.0692953446960061,0.161332994149071,0.082065632154668,0.846843500381582,0.617665632154668,0.487031086237599,0.465471890104299,"Grant County",55043,-90.43338203,42.60409715
0.034,0.002,0,0,1,1,0.895,0.885,0.974,0.911,0.797,0.436,1,1,1,1,1,1,1,1,0.540749710434874,0.20027377066442,0.0276929556702116,0.165420659155523,0.0505422765083711,0.461595135305886,0.442546488364747,0.417279246077709,0.405279351374118,"Douglas County",55031,-91.56901708,46.55739836
0.033,0.003,0,0,1,1,0.884,0.874,0.976,0.903,0.781,0.411,1,1,1,1,1,1,1,1,0.540749710434874,0.20027377066442,0.0276929556702116,0.165420659155523,0.0505422765083711,0.461109771506792,0.44286569442982,0.414633147309677,0.402384016005054,"Douglas County",55031,-91.5596445,46.6284067
0.546,0.105,0,0,1,1,0.956,0.918,1,1,0.899,0.897,1,1,1,1,1,1,1,1,0.303155006858711,0.46721536351166,0.0222222222222222,0.0818930041152263,0.110973936899863,0.847827160493827,0.714135802469136,0.659502606310014,0.641703978052126,"Washburn County",55129,-91.89034771,45.82721362
0.118,0.005,0,0,1,1,0.891,0.882,1,0.937,0.878,0.74,1,1,1,1,1,1,1,1,0.401909858859332,0.316333490739283,0.0230862059919198,0.15331339524634,0.0859436486699197,0.626102103992864,0.579231858964269,0.541379873025867,0.535346975182329,"Barron County",55005,-92.03382244,45.52946353
0.003,0,0,0,1,1,0.858,0.806,0.941,0.889,0.477,0.139,1,1,1,1,1,1,1,0.955,0.435735399041892,0.258995005605953,0.0626847416165529,0.125267556823973,0.1028437468148,0.547399857303027,0.542833044541841,0.480229640199776,0.440946488635205,"Iowa County",55049,-90.29452857,42.81796241
0.693,0.174,0,0,1,1,0.939,0.899,1,1,0.892,0.878,1,1,1,1,1,1,1,1,0.370184696569921,0.380079155672823,0.0261213720316623,0.0683377308707124,0.142480211081794,0.873556464379947,0.681430606860158,0.59101253298153,0.575443667546174,"Richland County",55103,-90.48284451,43.21248278
0.148,0.014,0,0,1,1,0.882,0.879,1,0.961,0.84,0.583,1,1,1,1,1,1,1,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.60358562432806,0.541571839963139,0.499375595146675,0.486909307326064,"Chippewa County",55017,-91.3037371,44.93403548
0.148,0.016,0,0,1,1,0.904,0.901,0.999,0.96,0.888,0.69,1,1,1,1,1,1,1,1,0.354473253912637,0.328311142256482,0.0273884606400374,0.191252043914973,0.0840925017519271,0.68347880168185,0.63562018220042,0.596458771315113,0.590050922681616,"Dunn County",55033,-91.81695434,44.87316528
0.175,0.027,0,0,1,1,0.837,0.765,0.999,0.957,0.376,0.135,1,1,1,1,1,1,0.939,0.613,0.195444270561641,0.469483568075117,0.0768561989219266,0.12189184489654,0.115632063988872,0.817989567031821,0.785835854633977,0.652326030255608,0.562304816553643,"Buffalo County",55011,-91.6048517,44.5882994
0.4,0.061,0,0,1,1,0.947,0.903,1,0.998,0.89,0.887,1,1,1,1,1,1,1,1,0.573931211828994,0.151826850958963,0.0379834994106932,0.150523232972606,0.0633772634736955,0.633283331547555,0.438644683738705,0.391485838779956,0.38469150683953,"Marathon County",55073,-90.19153107,44.81948539
0.382,0.058,0,0,1,1,0.922,0.873,1,0.997,0.868,0.863,1,1,1,1,1,1,1,1,0.573931211828994,0.151826850958963,0.0379834994106932,0.150523232972606,0.0633772634736955,0.622952569734633,0.436884906603807,0.386854530518947,0.379225097324904,"Marathon County",55073,-90.28059047,44.75226924
0.191,0.02,0,0,1,1,0.909,0.906,1,0.987,0.851,0.541,1,1,1,1,1,1,1,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.61719705963939,0.540449819694868,0.505789181692094,0.495381303744799,"Monroe County",55081,-90.72710938,43.78585763
0.194,0.019,0,0,1,1,0.887,0.882,1,0.977,0.834,0.516,1,1,1,1,1,1,1,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.618536366158114,0.539690485436893,0.500065131761442,0.48893492371706,"Monroe County",55081,-90.41442494,43.79156456
0.018,0,0,0,1,1,0.876,0.855,0.975,0.898,0.684,0.273,1,1,1,1,1,1,1,0.998,0.354473253912637,0.328311142256482,0.0273884606400374,0.191252043914973,0.0840925017519271,0.636739955617846,0.628250525578136,0.581678813361364,0.563359437047419,"Dunn County",55033,-92.12226004,45.08394338
0.008,0.001,0,0,1,1,0.876,0.849,0.939,0.887,0.664,0.279,1,1,1,1,1,1,0.998,0.949,0.401909858859332,0.316333490739283,0.0230862059919198,0.15331339524634,0.0859436486699197,0.580483760952831,0.576469909229236,0.531522535285167,0.509882102943491,"Barron County",55005,-92.08524519,45.30713841
1,1,0.001,0,1,1,1,1,1,1,0.956,0.892,1,1,1,1,1,1,1,1,0.588359920239282,0.212612163509472,0.0125872382851446,0.0980807577268195,0.077642073778664,0.989282153539382,0.989282153539382,0.400956754735793,0.399562811565304,"Green Lake County",55047,-89.13072833,43.85262081
0.747,0.215,0,0,1,1,0.937,0.894,1,1,0.876,0.871,1,1,1,1,1,1,1,1,0.249478652178685,0.531774777741192,0.0111952584787619,0.0894523103940292,0.10097684118099,0.919759740972451,0.787037098013391,0.698509164745912,0.675586873010647,"Adams County",55001,-89.77550833,43.65352782
0.274,0.033,0,0,1,1,0.929,0.91,1,0.991,0.909,0.843,1,1,1,1,1,1,1,1,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.725914210439651,0.639787502058291,0.601675448707393,0.592710192656018,"Vernon County",55123,-90.93343178,43.56324716
0.274,0.037,0,0,1,1,0.898,0.876,1,0.969,0.875,0.832,1,1,1,1,1,1,1,1,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.725914210439651,0.640257780339206,0.590238926395521,0.581305450354026,"Vernon County",55123,-90.56708641,43.71117286
1,1,0,0,1,1,1,1,1,1,0.937,0.904,1,1,1,1,1,1,1,1,0.733823344641287,0.091133727017632,0.0145956359676676,0.127088830255057,0.0186790635339448,0.985320601415588,0.985320601415588,0.250577731708339,0.250096075721406,"Sheboygan County",55117,-87.82406037,43.69874669
1,0.998,0,0,1,1,1,1,1,1,0.929,0.893,1,1,1,1,1,1,1,1,0.733823344641287,0.091133727017632,0.0145956359676676,0.127088830255057,0.0186790635339448,0.985320601415588,0.983852954726306,0.250460966620597,0.249935523725761,"Sheboygan County",55117,-87.82194696,43.74621301
0.743,0.197,0,0,1,1,0.954,0.896,1,1,0.878,0.877,1,1,1,1,1,1,1,1,0.713420110728313,0.0765714438918455,0.02147539445286,0.150837165033446,0.0167030845744467,0.795658230223736,0.406130849766076,0.259444803410325,0.254982184270145,"Outagamie County",55087,-88.72335888,44.38954889
0.999,0.969,0,0,1,1,1,0.987,1,1,0.897,0.892,1,1,1,1,1,1,1,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.986150053755184,0.972663646137306,0.532366187989556,0.528789855628936,"Chippewa County",55017,-91.49085747,45.10320893
0.277,0.035,0,0,1,1,0.933,0.886,1,0.981,0.881,0.879,1,1,1,1,1,1,1,1,0.752336580811272,0.03332987522517,0.00770529373485113,0.181380916901661,0.00901623110222482,0.439829549848629,0.257617696711339,0.228282285369373,0.22670037064632,"Brown County",55009,-87.97745014,44.34311667
0.003,0,0,0,1,1,0.87,0.854,0.911,0.874,0.749,0.362,1,1,1,1,1,1,1,1,0.752336580811272,0.03332987522517,0.00770529373485113,0.181380916901661,0.00901623110222482,0.233003555563939,0.230461449953316,0.225165404457187,0.221650177778197,"Brown County",55009,-88.17426566,44.2524956
0.192,0.015,0,0,1,1,0.902,0.895,1,0.976,0.852,0.506,1,1,1,1,1,1,1,1,0.455880014839154,0.273888388361863,0.0181779638560602,0.120833112512587,0.115056441782818,0.615484869362446,0.534357835603371,0.498424505803169,0.490217711590439,"Marinette County",55075,-88.03792493,45.37489324
0.001,0,0,0,1,1,0.817,0.7,0.927,0.892,0.284,0.106,1,1,1,1,1,1,0.912,0.73,0.455880014839154,0.273888388361863,0.0181779638560602,0.120833112512587,0.115056441782818,0.527084795166676,0.525992686416874,0.454693942445281,0.398473051036091,"Marinette County",55075,-87.93930671,45.71727992
0.291,0.042,0,0,1,1,0.873,0.853,1,0.982,0.736,0.368,1,1,1,1,1,1,1,0.982,0.263249449147628,0.364026440913835,0.052765858749855,0.130465035370521,0.17708454134292,0.800947466079091,0.734448567783834,0.664180331671112,0.634294445088716,"Taylor County",55119,-90.86063159,45.11090347
0.044,0.003,0,0,1,1,0.854,0.813,0.974,0.904,0.473,0.155,1,1,1,1,1,1,0.934,0.746,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.724571874025569,0.710613813532897,0.620613033988151,0.562872154661678,"Rusk County",55107,-91.36316251,45.59840141
0.107,0.012,0,0,1,1,0.89,0.87,0.996,0.945,0.643,0.284,1,1,1,1,1,1,0.999,0.911,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.742764733395697,0.714652946679139,0.652272840661054,0.616902089179919,"Rusk County",55107,-91.32974123,45.43920454
0.152,0.018,0,0,1,1,0.899,0.893,1,0.968,0.888,0.765,1,1,1,1,1,1,1,1,0.588359920239282,0.212612163509472,0.0125872382851446,0.0980807577268195,0.077642073778664,0.490352941176471,0.411109920239282,0.378038634097707,0.375214730807577,"Green Lake County",55047,-89.01737614,43.71742969
0.002,0,0,0,1,1,0.663,0.476,0.924,0.904,0.144,0.111,1,1,1,1,1,1,0.829,0.49,0.501797483523068,0.228879568603954,0.0173756740563211,0.101108448172558,0.144098262432594,0.491144997004194,0.489793888556022,0.374815158777711,0.282591971240264,"Crawford County",55023,-91.09482108,43.41327947
0.171,0.023,0,0,1,1,0.875,0.846,1,0.963,0.598,0.243,1,1,1,1,1,1,1,0.984,0.501797483523068,0.228879568603954,0.0173756740563211,0.101108448172558,0.144098262432594,0.577269322947873,0.502360395446375,0.455866986219293,0.440755542240863,"Crawford County",55023,-91.09482108,43.41327947
0.302,0.049,0,0,1,1,0.9,0.89,1,0.988,0.883,0.748,1,1,1,1,1,1,1,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.672815850099831,0.558534480110582,0.505968937183228,0.497250422362156,"Chippewa County",55017,-91.15026206,44.90140712
0.168,0.01,0,0,1,1,0.919,0.911,1,0.974,0.906,0.804,1,1,1,1,1,1,1,1,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.688204182446896,0.630868928042154,0.598331302486415,0.591342664251606,"Vernon County",55123,-90.97950125,43.67841143
0.132,0.01,0,0,1,1,0.888,0.883,1,0.952,0.877,0.72,1,1,1,1,1,1,1,1,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.675397003128602,0.629916186398814,0.587111312366211,0.578705088094846,"Vernon County",55123,-90.33107368,43.65195559
0.122,0.016,0,0,1,1,0.886,0.882,0.999,0.948,0.819,0.474,1,1,1,1,1,1,1,1,0.505938608668826,0.226901126021903,0.014807959278112,0.111522443313281,0.1139904365263,0.528931667437915,0.474546968995835,0.438674996143761,0.432658645688724,"Ashland County",55003,-90.5602506,46.32808684
0.001,0.001,0,0,0.971,0.908,0.324,0.208,0.895,0.894,0.109,0.109,1,1,1,1,1,1,0.004,0.001,0.370184696569921,0.380079155672823,0.0261213720316623,0.0683377308707124,0.142480211081794,0.603623614775726,0.579652506596306,0.194900527704485,0.150383905013193,"Richland County",55103,-90.62312834,43.24292586
0.231,0.025,0,0,1,1,0.888,0.883,0.999,0.976,0.848,0.575,1,1,1,1,1,1,1,1,0.385556550283497,0.378991345866905,0.0181040485427236,0.0915149706555257,0.107828508902815,0.685484333034915,0.605643290560032,0.551240027852382,0.544402665870884,"Waushara County",55137,-89.03653956,44.18763396
0.204,0.028,0,0,1,1,0.893,0.887,0.999,0.968,0.838,0.521,1,1,1,1,1,1,1,1,0.385556550283497,0.378991345866905,0.0181040485427236,0.0915149706555257,0.107828508902815,0.67507430617726,0.60665512782254,0.55295394409629,0.544941012633045,"Waushara County",55137,-89.49104916,44.18245621
0.093,0.007,0,0,1,1,0.859,0.823,1,0.927,0.603,0.212,1,1,1,1,1,1,1,0.998,0.446161021395674,0.285139625721448,0.0471637614411473,0.0823179618725587,0.117588759983676,0.573703084008628,0.531890281583396,0.473281408499971,0.444340173730543,"Shawano County",55115,-88.87869315,44.77156138
0.113,0.008,0,0,1,1,0.862,0.819,0.997,0.947,0.555,0.182,1,1,1,1,1,1,1,0.945,0.45744085474434,0.214398371915543,0.0692953446960061,0.161332994149071,0.082065632154668,0.578575273467311,0.527079216484355,0.466668939201221,0.427089035868736,"Grant County",55043,-90.43673269,42.53444895
0.709,0.156,0,0,1,1,0.962,0.915,1,1,0.882,0.882,1,1,1,1,1,1,1,1,0.685847308031774,0.0540556045895852,0.0062621359223301,0.230489849955869,0.00817740511915269,0.785250736981465,0.405977175639894,0.296191950573698,0.293651337157988,"Dane County",55025,-89.44502591,43.21384683
0,0,0,0,1,1,0.796,0.685,0.882,0.864,0.288,0.112,1,1,1,1,1,1,0.739,0.632,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.531683689141453,0.530864690523729,0.436141568115497,0.392994970050684,"Chippewa County",55017,-91.60163862,44.90001392
0.542,0.127,0,0,1,1,0.93,0.918,1,0.999,0.911,0.809,1,1,1,1,1,1,1,1,0.211681855840928,0.494614747307374,0.0146368406517537,0.112676056338028,0.152444076222038,0.889103286384976,0.80124067937034,0.738446009389671,0.731017674675504,"Burnett County",55013,-92.49386806,45.74483462
0.028,0.001,0,0,1,1,0.872,0.86,0.971,0.882,0.792,0.437,1,1,1,1,1,1,1,1,0.540749710434874,0.20027377066442,0.0276929556702116,0.165420659155523,0.0505422765083711,0.458267558176266,0.441202642939876,0.412534484574076,0.400300200063178,"Douglas County",55031,-91.87684131,46.56857566
0.022,0.002,0,0,1,1,0.893,0.882,0.982,0.905,0.806,0.443,1,1,1,1,1,1,1,1,0.540749710434874,0.20027377066442,0.0276929556702116,0.165420659155523,0.0505422765083711,0.455327682426029,0.442380330630725,0.417127935137412,0.404872380751816,"Douglas County",55031,-92.06140674,46.64705261
0.002,0,0,0,1,1,0.682,0.517,0.904,0.884,0.161,0.115,1,1,1,1,1,1,0.852,0.55,0.501797483523068,0.228879568603954,0.0173756740563211,0.101108448172558,0.144098262432594,0.490797483523068,0.489446375074895,0.382773517076094,0.300691431995207,"Crawford County",55023,-90.8409408,43.27346066
0.008,0,0,0,1,1,0.696,0.525,0.952,0.887,0.175,0.106,1,1,1,1,1,1,0.721,0.321,0.43371808324589,0.309898565932144,0.0314795383001049,0.0951381601958727,0.117523609653725,0.555998600909409,0.550482686253935,0.401071003847499,0.298896817068905,"Iron County",55051,-90.24278948,46.44926787
0.244,0.026,0,0,1,1,0.907,0.88,1,0.993,0.88,0.851,1,1,1,1,1,1,1,1,0.617524165887122,0.0614697016942106,0.0162768942937325,0.275335204240723,0.0189585282195198,0.522716224924644,0.387982018501195,0.364370418875377,0.362238706995115,"La Crosse County",55063,-91.11973023,43.77610983
0.354,0.05,0,0,1,1,0.923,0.903,1,0.992,0.899,0.871,1,1,1,1,1,1,1,1,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.754374608924749,0.645878643174708,0.599313848180471,0.591672814095175,"Vernon County",55123,-90.86115929,43.65671154
0.978,0.695,0,0,1,1,1,0.986,1,1,0.881,0.876,1,1,1,1,1,1,1,1,0.401909858859332,0.316333490739283,0.0230862059919198,0.15331339524634,0.0859436486699197,0.971744582611889,0.858004092554699,0.575929482134425,0.571385382234115,"Barron County",55005,-91.75614233,45.48432596
0.976,0.701,0,0,1,1,1,0.979,1,1,0.896,0.896,1,1,1,1,1,1,1,1,0.401909858859332,0.316333490739283,0.0230862059919198,0.15331339524634,0.0859436486699197,0.970940762894171,0.860415551707855,0.576275775224304,0.569632771918778,"Barron County",55005,-91.74556634,45.50079894
0.029,0.003,0,0,1,1,0.877,0.859,0.985,0.897,0.74,0.332,1,1,1,1,1,1,1,1,0.471718970705644,0.313885647607935,0.0256095314131303,0.0802063501811705,0.0824172449794264,0.515414481360929,0.500896149358226,0.456852361358472,0.440753730884972,"Oconto County",55083,-88.30095048,44.98667474
0.016,0,0,0,1,1,0.898,0.878,0.985,0.916,0.732,0.323,1,1,1,1,1,1,1,1,0.471718970705644,0.313885647607935,0.0256095314131303,0.0802063501811705,0.0824172449794264,0.509282134741755,0.499967573542959,0.463239083706934,0.446487072406805,"Oconto County",55083,-88.28198757,44.90091158
0.029,0.002,0,0,1,1,0.88,0.862,0.978,0.899,0.728,0.324,1,1,1,1,1,1,1,1,0.471718970705644,0.313885647607935,0.0256095314131303,0.0802063501811705,0.0824172449794264,0.515235214641037,0.500475649450347,0.457486703924338,0.441490511576491,"Oconto County",55083,-88.47966098,44.88451027
0.045,0.006,0,0,1,1,0.811,0.734,0.987,0.912,0.335,0.133,1,1,1,1,1,1,0.97,0.76,0.05,0.682142857142857,0.00428571428571429,0.0492857142857143,0.194285714285714,0.932194285714286,0.929922857142857,0.792396428571429,0.698205714285714,"Menominee County",55078,-88.61293739,44.88510394
0.129,0.009,0,0,1,1,0.879,0.879,0.998,0.944,0.833,0.511,1,1,1,1,1,1,1,1,0.43529263370333,0.292696770938446,0.0179112008072654,0.175012613521695,0.0520307769929364,0.593768289606458,0.540565968718466,0.499243882441978,0.493476475782038,"Pierce County",55093,-92.18972905,44.71829443
0.597,0.118,0,0,1,1,0.942,0.906,1,1,0.896,0.892,1,1,1,1,1,1,1,1,0.621889686589972,0.166709915520572,0.0106968831992619,0.159847764034253,0.0219415852146585,0.730464290862959,0.432579130986362,0.348414497015829,0.342370152524291,"St. Croix County",55109,-92.7126036,45.1812696
0.192,0.02,0,0,1,1,0.886,0.884,0.999,0.961,0.856,0.635,1,1,1,1,1,1,1,1,0.347142635899024,0.308115223788137,0.0545144804088586,0.104847452377265,0.1610655102989,0.695139538485365,0.633359454855196,0.585567446182438,0.572903515564504,"Clark County",55019,-90.49492455,44.72621963
0.023,0.002,0,0,1,1,0.884,0.854,0.971,0.905,0.618,0.235,1,1,1,1,1,1,1,0.985,0.505938608668826,0.226901126021903,0.014807959278112,0.111522443313281,0.1139904365263,0.478429122319914,0.466827086225513,0.435244794076816,0.421056455344748,"Ashland County",55003,-90.63719574,46.33337443
0.161,0.014,0,0,1,1,0.888,0.882,1,0.964,0.824,0.486,1,1,1,1,1,1,1,1,0.342540620384047,0.422304283604136,0.00753323485967504,0.0945347119645495,0.119497784342688,0.69901905465288,0.648394387001477,0.595246085672083,0.590166026587888,"Marquette County",55077,-89.43620155,43.9126297
0.001,0,0,0,1,1,0.843,0.766,0.911,0.893,0.339,0.12,1,1,1,1,1,1,0.832,0.714,0.354473253912637,0.328311142256482,0.0273884606400374,0.191252043914973,0.0840925017519271,0.628961048820369,0.628113583274936,0.547267986451764,0.506067040411119,"Dunn County",55033,-92.0327701,44.92226119
0.661,0.176,0,0,1,1,0.915,0.891,1,1,0.889,0.839,1,1,1,1,1,1,1,1,0.435735399041892,0.258995005605953,0.0626847416165529,0.125267556823973,0.1028437468148,0.837812149627969,0.626480481092651,0.520818469065335,0.511468351849964,"Iowa County",55049,-90.42144628,43.18321342
0.001,0,0,0,1,1,0.855,0.817,0.913,0.884,0.501,0.182,1,1,1,1,1,1,0.873,0.769,0.401909858859332,0.316333490739283,0.0230862059919198,0.15331339524634,0.0859436486699197,0.577070150585025,0.5759987407524,0.510373524319219,0.482050212498032,"Barron County",55005,-91.86400294,45.21521861
0.004,0.002,0,0,1,1,0.881,0.869,0.922,0.881,0.785,0.383,1,1,1,1,1,1,1,1,0.604936155626018,0.15342645756563,0.0249950009998,0.165366926614677,0.0313365898248922,0.375595109549519,0.373360442197275,0.351493301339732,0.339604193447025,"Dodge County",55027,-88.69841135,43.26274426
0.143,0.012,0,0,1,1,0.907,0.883,1,0.966,0.883,0.867,1,1,1,1,1,1,1,1,0.604936155626018,0.15342645756563,0.0249950009998,0.165366926614677,0.0313365898248922,0.46163084525952,0.381534378838518,0.357931899334419,0.353849744336847,"Dodge County",55027,-88.74354513,43.49011
0.002,0,0,0,1,1,0.868,0.848,0.92,0.878,0.633,0.257,1,1,1,1,1,1,1,0.965,0.623227500596801,0.138386249701599,0.0317975650513249,0.157101933635713,0.021102888517546,0.34709128670327,0.344509333969921,0.318451945571736,0.302989735020291,"Fond du Lac County",55039,-88.4238115,43.67029745
0.136,0.012,0,0,1,1,0.898,0.887,1,0.955,0.885,0.78,1,1,1,1,1,1,1,1,0.623227500596801,0.138386249701599,0.0317975650513249,0.157101933635713,0.021102888517546,0.433147576987348,0.354436476486035,0.330616519455717,0.325755526378611,"Fond du Lac County",55039,-88.56843267,43.77032352
0.204,0.024,0,0,1,1,0.912,0.888,1,0.974,0.887,0.84,1,1,1,1,1,1,1,1,0.570489762036525,0.164672108467073,0.0141463752075263,0.171278361925844,0.0603209739900387,0.526797731045932,0.423741768123962,0.394328133646929,0.389711123408965,"Portage County",55097,-89.6086882,44.29977328
0.205,0.027,0,0,1,1,0.921,0.904,1,0.975,0.902,0.857,1,1,1,1,1,1,1,1,0.570489762036525,0.164672108467073,0.0141463752075263,0.171278361925844,0.0603209739900387,0.527368220807969,0.425467383785279,0.396022378251245,0.392586365522966,"Portage County",55097,-89.71626976,44.32852617
1,1,0.004,0,1,1,1,1,1,1,0.947,0.901,1,1,0.944,0.346,1,1,1,1,0.263249449147628,0.364026440913835,0.052765858749855,0.130465035370521,0.17708454134292,0.987591325524759,0.987591325524759,0.71529224167923,0.633793923228575,"Taylor County",55119,-90.34665391,45.13800629
0.191,0.014,0,0,1,1,0.88,0.879,1,0.946,0.852,0.614,1,1,1,1,1,1,1,1,0.479069341394156,0.338554547952734,0.00430521205459375,0.0934322616103325,0.0791426215993405,0.606936887423285,0.521909132545571,0.474170926078593,0.472807731061647,"Vilas County",55125,-89.59534088,46.00050498
0.116,0.017,0,0,1,1,0.889,0.881,0.997,0.94,0.835,0.507,1,1,1,1,1,1,1,1,0.479069341394156,0.338554547952734,0.00430521205459375,0.0934322616103325,0.0791426215993405,0.570993771182559,0.523320509297426,0.47714472840524,0.473024182467711,"Vilas County",55125,-89.80685877,46.17700351
0.004,0,0,0,1,1,0.854,0.778,0.921,0.892,0.365,0.135,1,1,1,1,1,1,0.74,0.603,0.479069341394156,0.338554547952734,0.00430521205459375,0.0934322616103325,0.0791426215993405,0.517010808830265,0.514969680315105,0.442694787945406,0.405131904369332,"Vilas County",55125,-89.22235895,46.07768036
0.784,0.31,0,0,1,1,0.895,0.886,1,1,0.848,0.578,1,1,1,1,1,1,1,0.996,0.347342053993877,0.375637814268485,0.0200389646534929,0.136469060209667,0.104184061601262,0.908646071064106,0.744005937471008,0.593842007607385,0.58463401057612,"Juneau County",55057,-90.26734114,43.73588552
