"perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool","perc_households_NG","perc_households_P","perc_households_HO","perc_households_ElecRes","perc_households_wood","perc_positiveNB_cool","perc_positivePrivate_cool","perc_positiveNB_nocool","perc_positivePrivate_nocool","NAME","FIPS","x","y"
0.571,0.113,0,0,1,1,0.939,0.914,1,1,0.913,0.874,1,1,1,1,0,1,0,1,0.653093046268254,0.118204443911362,0.0185912621068098,0.167771147560646,0.0315451737683289,0.677482982997991,0.40991154157546,0.295738942696932,0.323603946145312,"Jefferson County",55055,-88.99506902,43.18684803
0.531,0.099,0,0,1,1,0.906,0.897,1,1,0.892,0.773,1,1,1,1,0,1,0,1,0.512055624088819,0.19834772531868,0.0240738663975179,0.188030354005458,0.0657545512317297,0.682353482112818,0.526900003738178,0.389207281970767,0.450311913573324,"Sauk County",55111,-89.73009437,43.27154699
0.49,0.095,0,0,1,1,0.899,0.888,1,0.999,0.886,0.82,1,1,1,1,0,1,0,1,0.320640310453553,0.369391219985447,0.0315304390007276,0.133034198399224,0.124909046810575,0.69106960950764,0.689294203250061,0.493052874120786,0.611817608537473,"Jackson County",55053,-90.37195301,44.20812903
0.883,0.401,0,0,1,1,0.966,0.918,1,1,0.891,0.89,1,1,1,1,0,1,0,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.872836891414529,0.717320995238827,0.4621689832591,0.510924281984334,"Chippewa County",55017,-91.12785525,45.16190185
0.924,0.503,0,0,1,1,0.888,0.878,1,1,0.866,0.679,1,1,1,1,0,1,0,0.997,0.347342053993877,0.375637814268485,0.0200389646534929,0.136469060209667,0.104184061601262,0.853089897021987,0.811042953891827,0.487389182670007,0.583757027553576,"Juneau County",55057,-90.2240278,43.64911202
0,0,0,0,0.913,0.886,0.17,0.146,0.881,0.843,0.12,0.12,1,1,1,1,0,1,0,0,0.501797483523068,0.228879568603954,0.0173756740563211,0.101108448172558,0.144098262432594,0.325383463151588,0.462641701617735,0.142103055721989,0.136609946075494,"Crawford County",55023,-90.67267699,43.20157642
0.855,0.334,0,0,1,1,0.972,0.933,1,1,0.893,0.893,1,1,1,1,0,1,0,1,0.685847308031774,0.0540556045895852,0.0062621359223301,0.230489849955869,0.00817740511915269,0.877207038834951,0.52805799646955,0.288623984995587,0.294693221535746,"Dane County",55025,-89.77004809,42.9882923
0.211,0.028,0,0,1,1,0.89,0.887,0.998,0.961,0.865,0.644,1,1,1,1,0,1,0,1,0.347142635899024,0.308115223788137,0.0545144804088586,0.104847452377265,0.1610655102989,0.540615223788137,0.636136595942388,0.42622502710237,0.574318491559548,"Clark County",55019,-90.67055823,44.44634613
0.066,0.006,0,0,1,1,0.852,0.802,0.988,0.913,0.481,0.156,1,1,1,1,0,1,0,0.811,0.263249449147628,0.364026440913835,0.052765858749855,0.130465035370521,0.17708454134292,0.563998608372956,0.721330743360779,0.465995941087788,0.574261277977502,"Taylor County",55119,-90.4826137,45.16631345
0.25,0.019,0,0,1,1,0.901,0.885,1,0.98,0.876,0.736,1,1,1,1,0,1,0,1,0.249478652178685,0.531774777741192,0.0111952584787619,0.0894523103940292,0.10097684118099,0.694792009658654,0.737915377016793,0.578388431566239,0.669289540116343,"Adams County",55001,-89.91771306,44.08073422
0.001,0,0,0,1,1,0.493,0.335,0.909,0.893,0.13,0.118,1,1,1,1,0,1,0,0.123,0.43371808324589,0.309898565932144,0.0314795383001049,0.0951381601958727,0.117523609653725,0.434085344526058,0.550671563483736,0.252010493179433,0.217124169289962,"Iron County",55051,-90.16395194,46.04763584
0.011,0,0,0,1,1,0.873,0.85,0.964,0.894,0.61,0.238,1,1,1,1,0,1,0,0.989,0.43529263370333,0.292696770938446,0.0179112008072654,0.175012613521695,0.0520307769929364,0.489764001009082,0.535752774974773,0.441462727043391,0.479526173057518,"Pierce County",55093,-92.52796446,44.67103288
0.129,0.01,0,0,1,1,0.891,0.889,1,0.946,0.855,0.563,1,1,1,1,0,1,0,1,0.684412220059169,0.0812115823842298,0.011772460413569,0.191210509373515,0.0184711130186857,0.372483728558947,0.308874074528258,0.273635482931465,0.28850661434462,"Rock County",55105,-89.29793895,42.76927013
0.003,0,0,0,1,1,0.861,0.805,0.933,0.891,0.46,0.131,1,1,1,1,0,1,0,0.962,0.395750332005312,0.293050022133687,0.101962520289214,0.0991589198760514,0.0938468348826915,0.488527224435591,0.57690438247012,0.398377748266194,0.438701933008706,"Lafayette County",55065,-89.97475576,42.61009799
