"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","ton","SEER","price_region"
53001,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53002,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53004,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53005,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53006,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53007,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53010,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53011,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53012,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53013,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53014,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53015,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53017,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53018,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53019,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53020,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53021,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53022,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53023,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53024,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53027,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53029,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53032,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53033,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53034,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53035,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53036,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53037,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53038,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53039,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53040,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53042,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53044,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53045,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53046,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53048,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53049,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53050,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53051,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53057,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53058,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53059,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53061,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53062,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53063,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53065,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53066,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53069,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53070,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53072,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53072,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53073,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53074,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53075,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53076,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53078,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53079,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53080,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53081,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53083,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53085,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53086,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53089,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53090,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53091,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53092,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53093,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53094,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53094,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53095,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53097,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53098,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53099,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53103,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53104,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53105,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53108,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53110,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53114,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53115,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53118,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53119,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53120,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53121,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53122,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53125,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53126,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53128,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53129,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53130,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
53137,9379.92,11446.29,5990.8,6991.15,2524.02,3449.57,865.11,1005.56,5,16,1
