"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","size","efficiency","price_region"
53502,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53503,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53504,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53505,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53506,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53507,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53508,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53510,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53511,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53515,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53516,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53517,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53518,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53520,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53521,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53522,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53523,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53525,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53526,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53527,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53528,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53529,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53530,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53531,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53532,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53533,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53534,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53536,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53538,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53541,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53543,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53544,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53545,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53546,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53548,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53549,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53550,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53551,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53553,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53554,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53555,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53556,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53557,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53558,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53559,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53560,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53561,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53563,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53565,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53566,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53569,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53570,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53572,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53573,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53574,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53575,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53576,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53577,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53578,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53579,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53580,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53581,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53582,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53583,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53585,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53586,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53587,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53588,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53589,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53590,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53594,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53595,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53596,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53597,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53598,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53702,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53703,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53704,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53705,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53706,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53711,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53713,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53714,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53715,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
