"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","ton","SEER","price_region"
53001,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53002,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53004,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53005,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53006,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53007,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53010,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53011,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53012,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53013,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53014,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53015,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53017,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53018,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53019,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53020,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53021,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53022,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53023,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53024,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53027,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53029,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53032,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53033,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53034,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53035,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53036,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53037,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53038,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53039,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53040,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53042,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53044,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53045,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53046,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53048,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53049,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53050,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53051,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53057,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53058,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53059,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53061,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53062,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53063,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53065,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53066,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53069,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53070,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53072,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53072,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53073,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53074,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53075,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53076,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53078,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53079,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53080,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53081,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53083,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53085,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53086,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53089,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53090,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53091,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53092,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53093,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53094,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53094,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53095,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
53097,7806.08,9615.35,4610.72,5380.63,2524.02,3449.57,671.34,785.15,3,16,1
