"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","size","SEER","ton"
"53001","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53002","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53004","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53005","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53006","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53007","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53010","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53011","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53012","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53013","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53014","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53015","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53017","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53018","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53019","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53020","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53021","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53022","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53023","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53024","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53027","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53029","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53032","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53033","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53034","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53035","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53036","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53037","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53038","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53039","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53040","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53042","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53044","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53045","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53046","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53048","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53049","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53050","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53051","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53057","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53058","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53059","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53061","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53062","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53063","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53065","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53066","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53069","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53070","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53072","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53072","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53073","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53074","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53075","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53076","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53078","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53079","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53080","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53081","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53083","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53085","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53086","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53089","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53090","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53091","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53092","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53093","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53094","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53094","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53095","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53097","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53098","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53099","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53103","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53104","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53105","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53108","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53110","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53114","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53115","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53118","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53119","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53120","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53121","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53122","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53125","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53126","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53128","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53129","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53130","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53137","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53139","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53140","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53142","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53143","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53144","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53147","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53149","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53150","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53153","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53154","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53156","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53158","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53158","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53168","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53170","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53172","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53177","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53178","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53179","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53181","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53182","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53183","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53184","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53185","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53186","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53188","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53189","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53190","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53191","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53202","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53203","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53204","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53205","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53206","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53207","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53208","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53209","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53210","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53211","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53212","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53213","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53214","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53215","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53216","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53217","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53218","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53219","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53220","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53221","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53222","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53223","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53224","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53225","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53226","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53227","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53228","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53233","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53235","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53259","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53263","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53274","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53278","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53288","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53290","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53293","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53295","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53402","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53403","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53404","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53405","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53406","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53407","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53502","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53503","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53504","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53505","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53506","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53507","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53508","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53510","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53511","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53515","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53516","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53517","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53518","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53520","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53521","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53522","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53523","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53525","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53526","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53527","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53528","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53529","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53530","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53531","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53532","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53533","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53534","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53536","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53538","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53541","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53543","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53544","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53545","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53546","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53548","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53549","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53550","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53551","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53553","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53554","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53555","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53556","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53557","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53558","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53559","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53560","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53561","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53563","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53565","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53566","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53569","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53570","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53572","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53573","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53574","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53575","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53576","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53577","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53578","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53579","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53580","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
