"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","size","SEER","ton"
"54762","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54763","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54766","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54767","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54768","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54769","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54770","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54771","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54772","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54773","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54774","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54801","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54805","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54806","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54810","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54812","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54813","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54814","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54817","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54819","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54820","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54821","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54822","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54824","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54826","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54827","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54828","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54829","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54830","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54832","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54835","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54837","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54838","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54839","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54840","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54841","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54843","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54844","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54846","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54847","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54848","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54849","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54853","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54854","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54856","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54858","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54859","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54864","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54865","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54867","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54868","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54870","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54871","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54872","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54873","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54874","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54875","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54876","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54880","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54888","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54889","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54891","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54893","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54895","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54896","$5,856.66","$7,229.68","$4,151.75","$4,845.02","$1,389.35","$2,004.23","$315.57","$380.43","NA",16,2
"54901","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54902","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54904","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54906","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54909","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54911","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54911","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54913","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54914","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54915","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54919","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54921","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54922","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54923","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54928","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54929","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54930","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54932","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54935","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54937","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54940","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54941","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54942","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54943","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54944","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54945","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54947","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54948","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54949","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54950","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54952","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54956","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54960","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54961","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54962","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54963","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54964","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54965","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54966","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54967","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54968","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54970","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54971","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54974","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54977","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54978","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54979","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54981","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54982","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54983","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54984","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
"54986","$5,796.26","$7,142.54","$4,151.75","$4,845.02","$1,328.94","$1,917.09","$315.57","$380.43","NA",16,2
