"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","size","efficiency"
53788,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53790,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53791,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53792,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53793,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53794,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53801,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53803,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53804,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53805,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53806,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53807,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53809,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53810,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53811,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53813,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53816,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53818,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53820,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53821,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53825,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53826,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
53901,3425.09,4087.67,2643.4,3084.8,679.14,864.77,102.54,138.1,"115K","85%+"
