"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","SEER","ton","price_region"
53923,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53923,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53924,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53925,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53926,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53929,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53930,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53932,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53933,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53934,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53936,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53937,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53941,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53943,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53944,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53946,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53948,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53949,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53950,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53951,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53952,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53954,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53955,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53956,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53957,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53958,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53959,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53960,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53961,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53963,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53964,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53965,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
53968,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54001,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54002,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54003,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54004,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54005,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54006,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54007,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54009,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54011,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54013,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54014,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54015,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54016,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54017,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54020,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54021,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54022,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54023,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54024,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54025,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54026,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54027,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54028,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54101,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54102,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54103,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54104,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54106,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54107,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54110,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54111,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54112,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54113,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54114,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54115,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54119,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54120,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54121,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54123,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54124,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54125,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54126,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54128,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54129,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54130,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54135,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54136,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54137,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54138,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54139,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54140,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54141,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54143,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54149,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54150,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54151,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54153,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54154,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54155,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54156,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54157,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54159,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54161,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54162,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54165,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54166,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54169,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54170,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54171,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54173,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54174,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54175,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54177,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54180,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54201,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54202,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54204,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54205,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54208,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54209,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54210,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54212,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54213,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54216,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54217,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54220,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54227,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54228,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54229,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54229,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54230,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54234,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54235,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54235,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54241,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54245,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54246,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54247,7129.76,8709.25,5353.57,6247.52,1376.21,1985.29,399.97,476.44,16,3,1
54301,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54302,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54303,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54304,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54311,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54313,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54313,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54344,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54401,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54403,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54404,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54405,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54406,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54407,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54408,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54409,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54410,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54411,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54412,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54414,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54416,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54420,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54421,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54422,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54423,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54424,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54425,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54426,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54427,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54428,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54433,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54435,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54436,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54437,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54440,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54442,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54443,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54446,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54447,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54448,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54449,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54451,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54452,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54454,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54455,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54456,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54457,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54459,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54460,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54463,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54465,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54466,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54467,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54469,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54470,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54471,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54473,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54474,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54475,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54476,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54479,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54480,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54481,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54482,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54484,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54485,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54486,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54487,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54488,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54489,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54490,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54491,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54492,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54493,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54494,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54495,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54498,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54499,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54501,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54511,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54512,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54513,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54514,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54515,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54517,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54519,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54520,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54521,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54524,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54526,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54527,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54529,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54530,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54531,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54534,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54537,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54538,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54539,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54540,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54541,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54542,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54545,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54546,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54547,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54548,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54550,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54552,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54554,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54555,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54556,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54557,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54558,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54559,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54560,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54562,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54563,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54564,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54566,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54568,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3,2
54601,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54603,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54610,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54611,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54612,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54613,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54614,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54615,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54616,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54618,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54619,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54621,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54622,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54623,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54624,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54625,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54626,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54627,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54628,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54629,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54630,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54631,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54632,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54634,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54635,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54636,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54638,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54639,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54642,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54644,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54646,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54648,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54650,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54651,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54652,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54653,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54655,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54656,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54658,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54659,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54660,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54661,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54664,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54665,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54666,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
54667,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3,3
